Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Employee ID,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ATTRITION FLAG,AGE GROUP,INCOME BAND,PROMOTION RISK
53,No,Non-Travel,261,Software,7,4,Technical Degree,1,33499,4,Male,39,4,3,Sales Executive,4,Married,33499,2391,16737,7,Y,Yes,0,4,2,80,4,4,5,3,1,1,1,1,0,50+,Low,Low Risk
43,Yes,Non-Travel,1285,Software,49,1,Life Sciences,1,34204,4,Female,171,1,4,Sales Representative,1,Single,34204,49545,148635,5,Y,Yes,2,4,4,80,3,18,6,1,13,13,10,2,1,41-50,High,High Risk
23,Yes,Travel_Rarely,263,Human Resources,41,1,Medical,1,34209,4,Male,63,4,2,Sales Representative,4,Married,34209,9781,215182,2,Y,No,46,1,3,80,3,21,3,2,4,2,3,4,1,Below 30,Low,Low Risk
21,Yes,Travel_Rarely,262,Research & Development,9,3,Other,1,34210,4,Male,127,1,4,Healthcare Representative,1,Divorced,34210,33778,979562,3,Y,Yes,25,1,4,80,3,17,6,2,5,5,2,4,1,Below 30,High,Low Risk
29,Yes,Travel_Frequently,812,Hardware,9,2,Life Sciences,1,34213,4,Male,138,4,2,Research Scientist,2,Divorced,34213,32585,749455,5,Y,No,42,1,4,80,3,27,4,1,14,13,9,5,1,Below 30,High,High Risk
31,Yes,Travel_Frequently,855,Support,36,2,Human Resources,1,33503,4,Female,91,4,3,Manager,2,Married,33503,13051,169663,4,Y,Yes,39,4,3,80,4,1,6,2,1,1,1,1,1,30-40,Medium,Low Risk
57,Yes,Non-Travel,765,Research & Development,25,1,Technical Degree,1,34214,2,Female,57,2,4,Manufacturing Director,1,Single,34214,7753,131801,1,Y,No,12,2,3,80,3,34,6,1,10,2,9,9,1,50+,Low,High Risk
19,No,Travel_Rarely,255,Sales,40,1,Medical,1,33504,4,Female,144,4,3,Research Director,3,Divorced,33504,24795,347130,5,Y,Yes,38,4,1,80,4,33,6,3,5,4,2,1,0,Below 30,Medium,Low Risk
26,Yes,Travel_Frequently,251,Software,10,1,Marketing,1,34216,2,Female,136,4,4,Manager,3,Single,34216,3421,41052,3,Y,Yes,36,3,2,80,3,8,3,4,1,1,1,1,1,Below 30,Low,Low Risk
20,Yes,Travel_Frequently,1221,Software,33,5,Life Sciences,1,33505,2,Female,140,4,4,Laboratory Technician,2,Married,33505,6666,66660,2,Y,Yes,21,2,3,80,4,17,4,4,13,11,4,6,1,Below 30,Low,High Risk
60,Yes,Non-Travel,1387,Sales,49,1,Marketing,1,34218,4,Female,169,1,4,Research Scientist,3,Divorced,34218,19757,158056,4,Y,Yes,48,3,1,80,3,29,1,3,29,11,19,22,1,50+,Medium,High Risk
40,Yes,Travel_Frequently,434,Support,26,4,Medical,1,34219,2,Male,62,1,1,Research Director,2,Divorced,34219,13486,40458,6,Y,Yes,27,3,2,80,3,1,6,3,1,1,1,1,1,30-40,Medium,Low Risk
21,Yes,Travel_Rarely,111,Software,8,5,Human Resources,1,33507,4,Male,195,1,3,Research Scientist,3,Married,33507,41673,291711,3,Y,No,17,4,1,80,4,28,6,3,25,1,1,19,1,Below 30,High,Low Risk
37,Yes,Non-Travel,363,Research & Development,30,2,Marketing,1,34221,4,Male,70,2,1,Manager,4,Single,34221,32964,197784,5,Y,No,31,3,1,80,3,38,3,4,36,13,16,2,1,30-40,High,High Risk
46,No,Travel_Rarely,271,Support,30,1,Life Sciences,1,34222,2,Male,30,2,2,Manufacturing Director,2,Divorced,34222,15709,377016,8,Y,No,41,4,4,80,3,5,5,2,1,1,1,1,0,41-50,Medium,Low Risk
56,Yes,Travel_Rarely,456,Research & Development,36,2,Marketing,1,34230,2,Female,53,4,3,Human Resources,3,Married,34230,6469,25876,0,Y,No,5,3,3,80,3,4,1,1,4,4,4,3,1,50+,Low,High Risk
34,Yes,Travel_Rarely,591,Human Resources,39,1,Marketing,1,34233,2,Male,119,3,4,Developer,4,Single,34233,6363,165438,5,Y,No,31,1,4,80,3,1,2,2,1,1,1,1,1,30-40,Low,Low Risk
32,No,Non-Travel,778,Human Resources,30,1,Other,1,34235,1,Female,84,4,4,Manufacturing Director,2,Single,34235,20196,60588,5,Y,Yes,45,2,2,80,3,32,5,4,9,9,2,5,0,30-40,Medium,Low Risk
25,No,Travel_Rarely,1326,Human Resources,16,3,Marketing,1,33512,3,Male,30,3,5,Laboratory Technician,3,Single,33512,6545,124355,3,Y,No,32,4,3,80,4,15,2,2,6,5,6,5,0,Below 30,Low,High Risk
51,Yes,Travel_Rarely,554,Software,27,3,Medical,1,34237,4,Female,131,4,4,Manufacturing Director,4,Single,34237,40609,487308,7,Y,Yes,14,4,2,80,3,3,5,1,3,1,1,1,1,50+,High,Low Risk
46,Yes,Travel_Frequently,761,Human Resources,1,3,Life Sciences,1,34240,1,Female,60,2,5,Human Resources,2,Divorced,34240,19854,575766,4,Y,No,30,4,4,80,3,14,5,2,9,4,5,2,1,41-50,Medium,High Risk
57,Yes,Travel_Frequently,1182,Research & Development,16,2,Medical,1,34242,1,Male,151,2,1,Healthcare Representative,1,Single,34242,40702,529126,2,Y,Yes,37,2,2,80,3,29,4,3,2,1,2,1,1,50+,High,Low Risk
55,No,Travel_Rarely,1308,Sales,25,3,Life Sciences,1,34252,2,Female,92,3,2,Manager,1,Divorced,34252,33077,793848,2,Y,No,18,1,2,80,3,1,2,1,1,1,1,1,0,50+,High,Low Risk
25,Yes,Travel_Rarely,928,Research & Development,23,1,Human Resources,1,34254,4,Male,38,3,1,Sales Representative,4,Divorced,34254,11266,225320,4,Y,No,1,2,2,80,3,29,2,3,24,1,13,15,1,Below 30,Medium,High Risk
56,Yes,Travel_Rarely,1280,Support,13,1,Life Sciences,1,34259,4,Male,145,4,1,Manufacturing Director,4,Married,34259,46767,46767,6,Y,Yes,40,4,1,80,3,6,3,2,2,1,1,1,1,50+,High,Low Risk
57,Yes,Non-Travel,221,Support,38,4,Medical,1,34260,2,Female,106,1,3,Research Scientist,3,Divorced,34260,15415,169565,5,Y,Yes,40,2,1,80,3,40,4,3,31,19,27,14,1,50+,Medium,High Risk
18,Yes,Travel_Rarely,1170,Support,39,3,Medical,1,34261,1,Female,72,1,1,Research Director,3,Married,34261,20784,394896,6,Y,No,21,4,2,80,3,27,4,3,5,1,5,1,1,Below 30,Medium,High Risk
27,No,Travel_Rarely,1437,Human Resources,22,2,Marketing,1,34265,3,Male,148,3,2,Sales Executive,4,Married,34265,2996,74900,3,Y,Yes,42,1,1,80,3,15,6,1,15,8,12,4,0,Below 30,Low,High Risk
27,Yes,Travel_Frequently,249,Research & Development,14,5,Medical,1,33521,3,Male,165,4,5,Healthcare Representative,3,Single,33521,39047,1054269,0,Y,No,36,4,1,80,4,18,3,1,13,4,6,1,1,Below 30,High,High Risk
28,Yes,Travel_Frequently,469,Support,29,2,Life Sciences,1,34272,2,Male,191,1,3,Healthcare Representative,2,Divorced,34272,11353,79471,4,Y,Yes,2,1,2,80,3,2,4,1,1,1,1,1,1,Below 30,Medium,Low Risk
36,No,Travel_Frequently,800,Human Resources,11,1,Marketing,1,33522,3,Male,81,3,2,Research Director,2,Single,33522,14382,158202,4,Y,Yes,23,2,1,80,4,12,2,2,10,2,3,9,0,30-40,Medium,Low Risk
34,Yes,Travel_Frequently,168,Hardware,40,3,Other,1,34275,4,Male,149,3,5,Healthcare Representative,1,Divorced,34275,2055,30825,8,Y,Yes,49,1,1,80,3,31,1,4,31,7,26,11,1,30-40,Low,High Risk
19,No,Travel_Rarely,1138,Sales,42,4,Technical Degree,1,34276,2,Female,144,3,4,Sales Representative,2,Single,34276,23420,702600,3,Y,No,3,2,3,80,3,33,2,1,33,15,32,8,0,Below 30,Medium,High Risk
40,No,Travel_Rarely,934,Sales,24,1,Life Sciences,1,34284,2,Male,160,3,2,Developer,4,Divorced,34284,4896,107712,7,Y,No,14,1,2,80,3,6,1,1,5,1,4,3,0,30-40,Low,High Risk
41,Yes,Travel_Rarely,988,Software,32,5,Human Resources,1,34287,3,Female,39,1,2,Sales Executive,3,Married,34287,42715,854300,8,Y,Yes,10,3,3,80,3,22,1,4,18,5,16,9,1,41-50,High,High Risk
37,Yes,Non-Travel,1184,Support,42,3,Life Sciences,1,34288,1,Male,140,2,5,Sales Representative,2,Single,34288,26889,295779,6,Y,No,9,1,3,80,3,19,1,4,6,1,2,2,1,30-40,Medium,Low Risk
33,No,Travel_Frequently,707,Human Resources,44,5,Other,1,33527,4,Female,94,4,3,Human Resources,2,Single,33527,49441,1087702,5,Y,Yes,39,4,2,80,4,8,6,1,2,2,2,1,0,30-40,High,Low Risk
19,Yes,Travel_Rarely,1440,Research & Development,24,4,Medical,1,34290,2,Male,135,1,2,Healthcare Representative,4,Divorced,34290,36212,398332,4,Y,Yes,19,2,1,80,3,38,1,2,7,3,2,1,1,Below 30,High,Low Risk
42,No,Non-Travel,1131,Research & Development,30,1,Human Resources,1,34292,4,Male,84,1,5,Sales Executive,2,Married,34292,23407,655396,7,Y,No,29,2,4,80,3,8,2,1,1,1,1,1,0,41-50,Medium,Low Risk
36,Yes,Travel_Rarely,1435,Hardware,17,5,Medical,1,34295,1,Female,71,3,4,Sales Representative,4,Divorced,34295,38132,76264,6,Y,No,13,1,2,80,3,34,1,2,34,3,32,10,1,30-40,High,High Risk
58,No,Non-Travel,1196,Sales,31,1,Technical Degree,1,34297,3,Male,199,2,2,Healthcare Representative,2,Divorced,34297,3353,83825,2,Y,No,5,4,4,80,3,11,2,3,5,2,5,3,0,50+,Low,High Risk
42,Yes,Travel_Frequently,788,Software,8,1,Marketing,1,33531,4,Male,81,3,1,Research Scientist,4,Divorced,33531,30846,246768,5,Y,Yes,42,1,3,80,4,8,5,2,8,7,7,2,1,41-50,High,High Risk
29,Yes,Travel_Rarely,743,Support,7,4,Marketing,1,34298,3,Female,97,2,1,Manager,2,Divorced,34298,33825,777975,8,Y,Yes,15,3,4,80,3,9,2,3,1,1,1,1,1,Below 30,High,Low Risk
49,Yes,Non-Travel,1242,Research & Development,18,3,Life Sciences,1,34299,3,Male,47,2,2,Sales Executive,3,Divorced,34299,29535,649770,0,Y,No,26,3,1,80,3,29,6,3,8,1,2,6,1,41-50,Medium,Low Risk
21,Yes,Travel_Rarely,276,Human Resources,14,4,Technical Degree,1,34304,4,Female,55,4,4,Human Resources,1,Single,34304,11605,69630,5,Y,Yes,33,1,4,80,3,10,2,4,6,5,4,2,1,Below 30,Medium,High Risk
42,No,Non-Travel,1118,Support,45,3,Other,1,34309,2,Female,37,4,2,Research Scientist,2,Single,34309,26589,771081,4,Y,No,39,4,2,80,3,15,1,2,11,1,11,5,0,41-50,Medium,High Risk
43,No,Travel_Frequently,1223,Human Resources,42,5,Other,1,34313,4,Female,128,2,2,Sales Executive,1,Married,34313,3267,91476,6,Y,No,34,3,2,80,3,34,1,1,2,2,1,2,0,41-50,Low,Low Risk
37,No,Non-Travel,516,Support,50,5,Medical,1,34322,4,Male,186,1,3,Sales Representative,1,Single,34322,30397,668734,2,Y,No,24,1,2,80,3,31,3,2,15,7,7,13,0,30-40,High,High Risk
60,Yes,Travel_Rarely,932,Human Resources,28,5,Medical,1,34323,2,Female,88,1,2,Research Scientist,2,Single,34323,2852,19964,3,Y,No,32,4,3,80,3,8,5,1,3,1,2,3,1,50+,Low,Low Risk
21,Yes,Non-Travel,1214,Software,31,2,Technical Degree,1,34324,1,Male,98,3,4,Research Scientist,3,Divorced,34324,4801,48010,7,Y,Yes,14,4,2,80,3,2,1,1,2,2,2,1,1,Below 30,Low,Low Risk
33,Yes,Travel_Rarely,918,Sales,19,4,Other,1,34328,4,Female,198,3,5,Sales Representative,3,Married,34328,34957,314613,2,Y,No,40,3,3,80,3,17,5,1,3,2,3,3,1,30-40,High,Low Risk
42,Yes,Travel_Rarely,465,Software,22,4,Life Sciences,1,34330,4,Male,177,4,4,Laboratory Technician,1,Single,34330,41355,827100,3,Y,No,14,1,1,80,3,29,5,1,5,3,1,5,1,41-50,High,Low Risk
54,No,Non-Travel,992,Software,46,1,Life Sciences,1,34337,1,Female,199,2,4,Sales Executive,4,Single,34337,33070,165350,3,Y,No,19,3,3,80,3,38,5,4,4,2,3,3,0,50+,High,Low Risk
41,No,Travel_Frequently,259,Human Resources,18,5,Marketing,1,34342,1,Male,77,2,3,Sales Executive,4,Single,34342,10991,10991,6,Y,Yes,3,4,3,80,3,35,2,3,5,2,5,1,0,41-50,Medium,High Risk
46,No,Travel_Frequently,1186,Human Resources,4,2,Life Sciences,1,34350,1,Male,104,4,3,Manufacturing Director,3,Divorced,34350,50257,954883,4,Y,Yes,19,2,1,80,3,31,3,1,13,8,9,11,0,41-50,High,High Risk
26,Yes,Travel_Frequently,1307,Research & Development,3,4,Marketing,1,34354,1,Female,65,2,5,Sales Representative,4,Divorced,34354,30503,915090,6,Y,No,9,2,2,80,3,19,2,1,14,7,5,5,1,Below 30,High,High Risk
37,No,Travel_Frequently,466,Support,23,2,Life Sciences,1,33545,2,Male,133,1,3,Manager,2,Divorced,33545,19807,257491,6,Y,No,8,3,2,80,4,23,6,3,23,11,2,19,0,30-40,Medium,Low Risk
57,No,Non-Travel,1243,Sales,7,1,Human Resources,1,34363,2,Male,183,4,5,Laboratory Technician,2,Single,34363,44001,88002,4,Y,Yes,22,1,2,80,3,16,6,2,12,7,6,10,0,50+,High,High Risk
39,Yes,Travel_Frequently,983,Sales,23,3,Medical,1,34365,3,Male,191,2,5,Healthcare Representative,1,Married,34365,33521,569857,2,Y,Yes,1,2,2,80,3,16,1,2,9,5,7,3,1,30-40,High,High Risk
33,Yes,Non-Travel,730,Research & Development,15,3,Marketing,1,34367,2,Female,86,3,3,Research Director,1,Divorced,34367,40053,600795,3,Y,No,21,1,3,80,3,12,4,1,9,2,1,6,1,30-40,High,Low Risk
28,No,Travel_Rarely,168,Software,18,5,Medical,1,34384,4,Male,60,2,4,Research Scientist,1,Married,34384,26991,809730,0,Y,Yes,24,2,2,80,3,15,4,4,8,3,6,8,0,Below 30,Medium,High Risk
21,Yes,Travel_Frequently,999,Support,39,1,Life Sciences,1,33549,2,Male,82,2,1,Laboratory Technician,1,Single,33549,13548,54192,4,Y,No,13,4,4,80,4,25,3,3,12,12,3,4,1,Below 30,Medium,Low Risk
54,No,Travel_Rarely,533,Software,13,1,Other,1,34391,4,Male,171,2,3,Developer,4,Married,34391,21929,416651,3,Y,Yes,19,4,2,80,3,29,3,3,9,2,3,2,0,50+,Medium,Low Risk
42,Yes,Travel_Frequently,1182,Support,9,4,Marketing,1,34392,3,Female,120,1,3,Research Director,2,Divorced,34392,29436,235488,4,Y,No,39,1,3,80,3,14,1,1,9,9,5,8,1,41-50,Medium,High Risk
51,No,Non-Travel,701,Human Resources,22,5,Other,1,34397,3,Male,170,2,4,Research Scientist,2,Divorced,34397,5803,133469,0,Y,No,21,4,2,80,3,24,1,1,14,11,8,4,0,50+,Low,High Risk
56,No,Non-Travel,602,Support,34,4,Technical Degree,1,34399,3,Male,182,4,5,Research Director,1,Single,34399,3312,69552,6,Y,No,14,1,2,80,3,23,1,1,10,1,6,10,0,50+,Low,High Risk
60,Yes,Travel_Frequently,304,Research & Development,37,2,Medical,1,33553,4,Female,172,1,3,Manufacturing Director,1,Married,33553,41073,1191117,1,Y,Yes,22,3,4,80,4,35,2,2,28,26,19,28,1,50+,High,High Risk
44,Yes,Travel_Rarely,680,Software,33,5,Technical Degree,1,34402,4,Female,120,4,3,Research Scientist,3,Married,34402,28970,289700,0,Y,Yes,43,3,2,80,3,9,5,1,2,2,1,1,1,41-50,Medium,Low Risk
60,Yes,Travel_Rarely,772,Research & Development,23,5,Other,1,34404,4,Female,90,4,1,Healthcare Representative,4,Married,34404,26190,759510,1,Y,No,44,2,1,80,3,3,3,1,1,1,1,1,1,50+,Medium,Low Risk
56,No,Travel_Frequently,1154,Software,22,4,Life Sciences,1,34413,2,Male,180,4,3,Research Scientist,1,Married,34413,9087,254436,3,Y,Yes,38,4,3,80,3,40,2,3,33,7,24,33,0,50+,Low,High Risk
24,No,Non-Travel,368,Hardware,48,4,Medical,1,34419,4,Female,118,2,1,Manager,2,Single,34419,17492,52476,5,Y,No,41,4,2,80,3,19,6,2,13,9,3,3,0,Below 30,Medium,Low Risk
45,Yes,Non-Travel,162,Software,8,4,Other,1,34421,4,Male,34,2,3,Sales Representative,1,Married,34421,5799,127578,7,Y,Yes,21,1,2,80,3,26,4,1,8,7,8,1,1,41-50,Low,High Risk
57,No,Travel_Rarely,708,Human Resources,50,5,Other,1,33558,3,Male,162,4,2,Developer,2,Married,33558,16376,474904,2,Y,No,27,1,3,80,4,5,6,3,2,2,1,2,0,50+,Medium,Low Risk
51,No,Non-Travel,524,Human Resources,16,4,Medical,1,34422,1,Male,37,2,5,Manager,2,Divorced,34422,14023,392644,7,Y,No,11,1,4,80,3,25,6,2,10,2,5,7,0,50+,Medium,High Risk
18,Yes,Non-Travel,274,Research & Development,9,3,Marketing,1,34423,1,Male,37,4,4,Research Scientist,1,Married,34423,50212,903816,2,Y,Yes,15,1,4,80,3,37,6,4,14,8,11,8,1,Below 30,High,High Risk
24,Yes,Non-Travel,1348,Software,28,3,Technical Degree,1,34424,3,Female,92,3,1,Sales Representative,1,Single,34424,30234,362808,4,Y,Yes,2,2,3,80,3,29,2,2,22,14,4,13,1,Below 30,High,High Risk
26,Yes,Travel_Frequently,711,Software,9,2,Life Sciences,1,34433,2,Female,84,3,3,Sales Representative,2,Married,34433,21466,236126,2,Y,No,18,2,2,80,3,3,5,4,3,2,1,1,1,Below 30,Medium,Low Risk
33,No,Travel_Rarely,813,Sales,30,2,Technical Degree,1,34437,4,Male,115,3,5,Research Scientist,2,Divorced,34437,40118,160472,1,Y,Yes,46,1,3,80,3,7,3,2,6,6,6,1,0,30-40,High,High Risk
47,Yes,Non-Travel,806,Sales,45,5,Marketing,1,34449,1,Female,64,4,2,Sales Executive,1,Single,34449,17988,395736,7,Y,Yes,4,1,4,80,3,31,1,3,24,8,18,22,1,41-50,Medium,High Risk
59,Yes,Travel_Rarely,1341,Sales,46,3,Technical Degree,1,33564,1,Female,147,2,1,Research Scientist,1,Married,33564,36388,582208,2,Y,Yes,0,4,4,80,4,20,4,1,16,7,7,5,1,50+,High,High Risk
34,Yes,Non-Travel,554,Software,8,3,Other,1,34451,2,Female,85,4,4,Healthcare Representative,4,Divorced,34451,22592,135552,0,Y,Yes,29,1,4,80,3,16,1,3,12,5,4,5,1,30-40,Medium,High Risk
47,No,Travel_Frequently,309,Research & Development,35,3,Other,1,34456,3,Female,179,2,2,Laboratory Technician,4,Married,34456,47987,1103701,1,Y,Yes,38,2,3,80,3,40,1,1,27,19,15,23,0,41-50,High,High Risk
44,No,Non-Travel,1323,Research & Development,26,5,Technical Degree,1,34461,2,Female,123,4,2,Developer,4,Divorced,34461,7044,112704,0,Y,Yes,2,2,1,80,3,7,1,1,4,4,4,2,0,41-50,Low,High Risk
55,Yes,Travel_Frequently,1254,Software,9,1,Other,1,33567,2,Female,48,3,2,Research Director,1,Single,33567,43707,480777,3,Y,Yes,8,2,4,80,4,24,5,4,4,2,1,3,1,50+,High,Low Risk
42,Yes,Travel_Rarely,323,Support,34,3,Medical,1,34477,3,Female,49,1,1,Human Resources,4,Single,34477,25185,50370,5,Y,Yes,23,2,3,80,3,39,2,3,27,1,22,25,1,41-50,Medium,High Risk
21,Yes,Non-Travel,258,Software,10,3,Life Sciences,1,33568,2,Male,157,2,2,Manufacturing Director,1,Married,33568,49871,299226,6,Y,No,40,3,4,80,4,26,6,2,21,13,10,12,1,Below 30,High,High Risk
41,No,Travel_Frequently,973,Hardware,37,5,Marketing,1,34479,3,Male,114,3,1,Human Resources,2,Divorced,34479,35157,140628,2,Y,Yes,8,2,1,80,3,30,1,4,22,8,5,20,0,41-50,High,High Risk
29,Yes,Travel_Frequently,621,Support,50,4,Life Sciences,1,33569,2,Male,82,4,3,Laboratory Technician,2,Single,33569,18140,36280,7,Y,Yes,44,4,3,80,4,9,3,1,2,1,1,1,1,Below 30,Medium,Low Risk
59,Yes,Travel_Rarely,678,Hardware,9,3,Technical Degree,1,34480,2,Male,150,3,5,Healthcare Representative,3,Married,34480,25396,736484,4,Y,No,2,1,4,80,3,25,2,2,11,4,8,9,1,50+,Medium,High Risk
37,Yes,Travel_Frequently,1203,Sales,42,2,Life Sciences,1,34483,3,Male,87,4,4,Research Director,2,Divorced,34483,23114,577850,1,Y,No,46,3,1,80,3,26,3,1,20,19,10,1,1,30-40,Medium,High Risk
25,Yes,Non-Travel,302,Human Resources,45,4,Medical,1,34485,2,Female,187,4,2,Research Director,1,Married,34485,33328,299952,3,Y,No,7,3,4,80,3,28,4,1,8,6,6,2,1,Below 30,High,High Risk
26,No,Travel_Frequently,513,Human Resources,15,1,Technical Degree,1,34486,4,Female,91,4,1,Research Director,1,Married,34486,29008,116032,8,Y,Yes,40,3,2,80,3,4,6,1,4,4,2,3,0,Below 30,Medium,Low Risk
57,No,Travel_Frequently,256,Software,35,5,Other,1,34487,3,Male,130,3,2,Sales Executive,3,Single,34487,10426,41704,2,Y,No,5,4,2,80,3,11,5,4,8,8,4,4,0,50+,Medium,High Risk
46,No,Travel_Rarely,1253,Software,37,5,Medical,1,34491,1,Male,123,3,4,Laboratory Technician,3,Single,34491,38313,919512,0,Y,No,10,1,3,80,3,2,2,2,1,1,1,1,0,41-50,High,Low Risk
20,No,Travel_Rarely,1213,Software,21,2,Human Resources,1,33575,2,Female,139,3,2,Research Scientist,4,Divorced,33575,16582,480878,1,Y,No,30,2,4,80,4,29,2,2,15,6,5,4,0,Below 30,Medium,High Risk
29,Yes,Non-Travel,1454,Hardware,44,1,Life Sciences,1,34503,1,Male,199,4,1,Manager,4,Divorced,34503,45544,1320776,0,Y,Yes,21,1,2,80,3,26,6,1,1,1,1,1,1,Below 30,High,Low Risk
22,Yes,Travel_Frequently,992,Support,5,2,Marketing,1,34510,3,Female,33,4,3,Research Director,2,Single,34510,45891,596583,4,Y,Yes,15,1,2,80,3,20,2,3,14,2,4,12,1,Below 30,High,High Risk
60,No,Non-Travel,1177,Research & Development,29,4,Human Resources,1,34512,4,Male,98,4,3,Sales Executive,3,Single,34512,36640,439680,7,Y,No,48,2,2,80,3,10,4,1,9,3,5,1,0,50+,High,High Risk
46,Yes,Travel_Rarely,128,Software,6,4,Medical,1,34516,3,Female,102,4,4,Laboratory Technician,4,Divorced,34516,47079,988659,7,Y,No,39,2,4,80,3,14,2,3,10,7,3,8,1,41-50,High,Low Risk
43,Yes,Non-Travel,931,Hardware,49,2,Life Sciences,1,33579,3,Female,44,3,1,Laboratory Technician,1,Married,33579,21928,65784,1,Y,Yes,19,1,4,80,4,1,4,1,1,1,1,1,1,41-50,Medium,Low Risk
30,Yes,Travel_Rarely,917,Software,8,1,Life Sciences,1,34518,1,Male,158,4,1,Manager,2,Divorced,34518,44307,177228,1,Y,No,12,4,1,80,3,28,5,4,21,1,20,20,1,30-40,High,High Risk
32,Yes,Travel_Rarely,1110,Hardware,13,1,Human Resources,1,34519,2,Female,47,1,4,Research Director,2,Married,34519,26734,481212,5,Y,No,31,1,4,80,3,5,2,1,3,2,2,3,1,30-40,Medium,Low Risk
25,No,Travel_Frequently,406,Sales,33,5,Other,1,34521,4,Female,137,4,3,Developer,4,Single,34521,3847,111563,4,Y,No,33,2,4,80,3,35,1,3,13,7,5,9,0,Below 30,Low,High Risk
27,Yes,Travel_Rarely,805,Research & Development,33,3,Medical,1,34522,3,Male,155,4,1,Sales Representative,1,Married,34522,10479,220059,4,Y,Yes,45,1,1,80,3,34,4,2,30,11,26,17,1,Below 30,Medium,High Risk
24,No,Non-Travel,243,Software,20,2,Medical,1,34523,3,Male,32,3,5,Sales Representative,2,Married,34523,48690,973800,0,Y,Yes,37,4,4,80,3,35,5,1,12,5,2,8,0,Below 30,High,Low Risk
21,Yes,Travel_Frequently,902,Research & Development,45,1,Life Sciences,1,34525,1,Male,173,4,5,Laboratory Technician,3,Married,34525,31772,889616,3,Y,Yes,35,3,2,80,3,25,3,4,25,1,9,20,1,Below 30,High,High Risk
51,No,Travel_Rarely,1009,Hardware,33,5,Medical,1,34529,2,Male,106,3,5,Manager,2,Single,34529,39854,39854,0,Y,No,47,2,1,80,3,33,6,2,9,6,9,6,0,50+,High,High Risk
46,No,Travel_Frequently,957,Support,33,4,Medical,1,33586,4,Female,49,1,5,Developer,2,Divorced,33586,24493,24493,5,Y,Yes,44,3,2,80,4,30,4,3,23,21,3,17,0,41-50,Medium,Low Risk
27,Yes,Travel_Rarely,634,Support,11,3,Medical,1,34530,3,Male,102,4,2,Developer,1,Single,34530,20214,545778,1,Y,Yes,38,2,4,80,3,18,5,3,17,5,5,6,1,Below 30,Medium,High Risk
36,No,Travel_Frequently,148,Support,22,5,Life Sciences,1,34532,1,Female,124,3,1,Research Scientist,2,Married,34532,15875,333375,5,Y,Yes,26,4,4,80,3,8,6,4,7,6,5,5,0,30-40,Medium,High Risk
58,No,Travel_Frequently,1257,Sales,21,2,Life Sciences,1,34534,4,Female,69,1,4,Manufacturing Director,2,Married,34534,11037,187629,5,Y,Yes,2,1,4,80,3,12,5,2,11,5,3,8,0,50+,Medium,Low Risk
21,Yes,Non-Travel,1162,Human Resources,33,2,Marketing,1,34541,4,Female,133,3,1,Manager,3,Divorced,34541,24143,169001,7,Y,No,19,1,3,80,3,40,1,1,12,9,5,7,1,Below 30,Medium,High Risk
18,No,Travel_Rarely,171,Research & Development,50,3,Medical,1,34543,3,Female,139,2,1,Sales Executive,3,Single,34543,37163,37163,5,Y,Yes,7,2,1,80,3,36,4,4,21,15,6,5,0,Below 30,High,High Risk
44,Yes,Travel_Frequently,221,Sales,20,3,Human Resources,1,33591,2,Male,89,2,1,Manufacturing Director,2,Single,33591,8191,90101,3,Y,Yes,9,3,3,80,4,14,3,2,9,7,6,9,1,41-50,Low,High Risk
35,Yes,Travel_Frequently,413,Human Resources,30,4,Life Sciences,1,34546,3,Female,51,4,1,Research Director,1,Divorced,34546,17967,305439,4,Y,No,1,1,3,80,3,13,4,4,11,10,6,4,1,30-40,Medium,High Risk
25,No,Non-Travel,669,Software,4,2,Marketing,1,34549,4,Female,101,3,3,Research Director,1,Single,34549,23406,93624,1,Y,Yes,8,1,1,80,3,17,3,4,17,7,5,6,0,Below 30,Medium,High Risk
29,Yes,Travel_Frequently,682,Support,37,4,Human Resources,1,33593,1,Male,84,3,4,Research Director,1,Divorced,33593,36805,110415,6,Y,Yes,17,3,2,80,4,16,3,3,16,16,14,9,1,Below 30,High,High Risk
41,Yes,Travel_Rarely,146,Hardware,32,1,Marketing,1,34551,4,Female,69,1,5,Healthcare Representative,1,Single,34551,23424,351360,7,Y,Yes,19,1,3,80,3,34,1,4,23,7,13,20,1,41-50,Medium,High Risk
27,No,Travel_Rarely,1098,Hardware,42,4,Medical,1,34553,1,Male,90,2,2,Human Resources,3,Divorced,34553,2739,2739,1,Y,No,27,3,2,80,3,23,1,1,21,17,20,2,0,Below 30,Low,High Risk
40,Yes,Non-Travel,554,Support,32,1,Marketing,1,34554,4,Male,75,4,5,Sales Representative,2,Married,34554,11406,250932,2,Y,No,9,2,3,80,3,31,4,1,4,1,2,1,1,30-40,Medium,Low Risk
